Id,Score
2858,1
2860,3
2861,5
2865,4
2868,5
2875,5
2876,4
2882,4
2892,4
2899,4
2904,5
2911,4
2930,3
2937,5
2940,5
2958,4
2960,5
2968,5
2975,4
2984,5
2985,4
2987,2
2991,1
2993,5
2994,5
2995,5
2996,5
3000,5
3001,5
3003,5
3008,4
3029,5
3035,5
3040,5
3041,5
3042,5
3061,5
3062,5
3063,4
3068,4
3069,4
3086,5
3088,5
3090,5
3092,5
3102,4
3103,4
3105,5
3114,5
3115,4
3116,5
3120,1
3121,3
3140,4
3143,2
3146,4
3147,5
3150,4
3153,2
3160,5
3179,2
3182,4
3193,5
3196,4
3201,5
3203,3
3204,5
3232,4
3240,5
3242,5
3243,3
3249,5
3261,5
3265,5
3277,2
3281,5
3302,3
3318,5
3320,4
3327,5
3328,5
3340,5
3342,3
3348,5
3353,5
3358,4
3360,5
3364,5
3369,4
3372,5
3384,4
3385,4
3387,2
3399,3
3400,3
3406,5
3408,4
3410,5
3412,5
3422,2
3427,2
3429,2
3432,4
3439,4
3455,5
3465,5
3474,2
3477,4
3481,3
3487,5
3489,5
3494,3
3500,4
3501,3
3514,5
3515,2
3516,2
3526,4
3528,5
3529,4
3537,4
3540,2
3545,4
3556,2
3557,5
3559,1
3564,2
3573,5
3576,5
3578,1
3591,5
3596,5
3598,5
3599,4
3609,5
3613,5
3641,4
3644,4
3659,5
3660,5
3666,5
3667,5
3671,5
3672,1
3673,5
3675,5
3699,5
3700,5
3703,5
3711,3
3722,4
3726,4
3728,5
3746,5
3748,5
3759,4
3773,4
3780,5
3794,2
3799,4
3828,4
3834,4
3836,4
3846,5
3853,5
3854,5
3869,4
3874,4
3885,5
3900,5
3902,3
3903,5
3908,5
3909,4
3913,3
3939,3
3940,5
3945,1
3950,5
3968,4
3981,1
3982,5
3992,5
3999,5
4008,5
4011,5
4039,5
4053,4
4055,5
4072,5
4074,4
4080,5
4081,1
4082,5
4083,5
4087,3
4091,5
4094,4
4099,2
4112,5
4116,5
4126,4
4127,4
4134,5
4137,5
4138,5
4147,1
4150,5
4158,5
4161,1
4162,5
4163,5
4174,5
4192,5
4195,5
4198,5
4204,5
4205,5
4208,5
4215,5
4216,5
4217,5
4218,5
4223,5
4224,2
4240,2
4248,2
4252,5
4255,5
4257,5
4285,5
4288,5
4293,4
4308,5
4309,5
4311,5
4313,4
4319,5
4335,5
4349,5
4354,5
4356,5
4357,5
4361,5
4367,3
4368,4
4376,5
4377,5
4385,5
4387,5
4388,1
4391,5
4394,5
4395,5
4418,5
4423,3
4428,3
4434,5
4435,5
4439,5
4449,5
4450,3
4456,4
4457,5
4460,5
4473,5
4479,5
4485,5
4486,5
4493,5
4495,5
4496,5
4498,5
4499,5
4508,5
4520,5
4521,5
4524,5
4532,5
4536,5
4538,5
4545,4
4552,3
4565,5
4567,5
4577,5
4579,4
4582,4
4590,5
4595,3
4614,4
4616,4
4617,3
4619,4
4626,4
4633,4
4637,4
4647,5
4654,3
4663,5
4669,2
4674,5
4676,5
4694,4
4695,4
4712,5
4720,5
4732,3
4742,3
4743,3
4747,3
4758,4
4763,3
4788,4
4796,5
4797,4
4805,4
4812,3
4815,4
4818,3
4825,5
4828,1
4832,5
4833,5
4842,5
4847,5
4852,5
4857,5
4864,5
4868,4
4889,5
4890,5
4897,5
4902,3
4908,5
4909,5
4919,5
4931,5
4933,3
4935,5
4948,4
4950,5
4963,5
4970,4
4972,5
4975,3
4982,5
4989,5
4995,5
4997,5
5007,5
5015,5
5016,5
5032,5
5034,4
5038,5
5039,5
5041,5
5044,5
5045,5
5056,3
5063,5
5075,5
5078,5
5082,5
5083,5
5103,4
5109,1
5112,4
5115,5
5117,5
5121,5
5133,5
5137,3
5139,3
5140,3
5149,4
5156,4
5159,2
5162,4
5174,1
5175,4
5182,2
5183,4
5189,4
5191,2
5199,3
5208,5
5212,3
5216,3
5221,1
5242,5
5251,5
5255,5
5257,4
5262,5
5273,2
5295,4
5297,2
5299,2
5309,5
5312,5
5315,5
5324,5
5325,5
5336,5
5338,5
5343,5
5344,5
5347,5
5351,5
5353,1
5360,5
5361,5
5362,5
5364,1
5368,4
5370,5
5379,2
5381,3
5384,5
5387,5
5400,5
5413,5
5420,5
5422,5
5433,5
5437,2
5440,5
5447,5
5448,5
5454,5
5484,4
5489,5
5490,5
5500,4
5505,1
5514,1
5517,4
5518,2
5535,3
5536,1
5561,3
5563,4
5581,5
5583,4
5586,4
5591,5
5601,5
5602,5
5604,4
5625,1
5626,4
5631,5
5645,5
5646,5
5649,1
5657,5
5659,5
5660,5
5665,5
5666,4
5675,5
5677,5
5678,5
5684,5
5689,5
5692,5
5694,5
5696,5
5701,3
5703,5
5708,5
5717,5
5719,5
5722,5
5730,5
5733,5
5735,2
5739,5
5744,4
5745,5
5748,5
5752,5
5756,4
5759,5
5761,4
5762,5
5763,4
5765,5
5766,5
5767,5
5772,3
5777,3
5778,5
5783,4
5784,5
5794,4
5799,3
5813,5
5817,5
5838,5
5840,5
5846,5
5851,5
5852,5
5854,5
5859,5
5861,5
5864,4
5874,5
5879,5
5888,5
5889,4
5895,5
5900,5
5901,5
5925,3
5928,5
5930,4
5934,2
5944,5
5950,2
5974,3
5978,4
5980,5
5985,3
5986,5
5992,4
5999,5
6014,5
6016,4
6026,5
6033,5
6043,5
6044,4
6048,4
6065,5
6068,4
6084,5
6087,4
6099,3
6106,5
6107,4
6122,3
6137,3
6147,5
6160,4
6161,3
6164,2
6169,3
6175,3
6179,4
6183,5
6202,4
6209,5
6224,5
6226,5
6227,4
6228,5
6230,4
6240,5
6247,5
6253,5
6262,4
6271,4
6272,5
6274,5
6275,4
6287,5
6294,5
6295,5
6313,5
6316,5
6329,5
6339,5
6340,5
6344,5
6346,3
6347,4
6350,5
6358,2
6369,5
6370,5
6375,5
6380,5
6382,4
6389,5
6390,3
6392,4
6393,5
6401,4
6409,4
6410,5
6413,5
6421,4
6431,4
6464,4
6471,4
6475,4
6476,5
6481,4
6493,4
6504,5
6505,4
6506,3
6510,4
6515,4
6519,5
6523,4
6524,4
6525,5
6536,5
6538,4
6543,1
6546,4
6547,5
6548,4
6550,2
6553,4
6560,4
6563,4
6564,5
6565,4
6566,5
6570,4
6572,4
6573,4
6582,5
6591,5
6597,5
6598,4
6599,4
6610,4
6612,4
6623,5
6639,5
6640,2
6642,5
6646,1
6655,5
6657,4
6665,5
6668,4
6675,4
6679,5
6680,4
6683,5
6689,3
6692,5
6699,5
6700,5
6704,1
6710,3
6713,4
6717,1
6719,4
6723,4
6725,3
6728,1
6744,4
6745,2
6749,2
6758,5
6762,4
6776,4
6779,3
6780,4
6783,3
6789,4
6805,2
6815,4
6823,1
6836,4
6845,1
6851,4
6871,1
6875,4
6880,4
6883,2
6889,5
6890,4
6896,4
6902,1
6909,5
6910,1
6912,4
6913,4
6914,3
6915,5
6916,1
6917,4
6925,4
6936,3
6953,4
6959,4
6965,2
6974,4
6982,4
6983,4
6987,4
7001,5
7005,1
7020,5
7023,1
7029,4
7035,5
7037,3
7044,5
7046,3
7051,4
7062,3
7064,3
7068,5
7074,4
7083,4
7088,5
7090,4
7099,5
7101,4
7103,5
7112,3
7117,3
7126,5
7130,5
7138,4
7146,3
7147,5
7153,4
7154,4
7156,5
7163,4
7168,5
7169,5
7171,2
7175,5
7188,5
7189,5
7196,5
7202,5
7205,5
7206,5
7208,5
7220,5
7222,5
7232,5
7236,5
7241,5
7254,2
7259,5
7263,4
7268,5
7272,2
7275,5
7293,5
7295,5
7300,5
7305,5
7309,5
7323,5
7334,5
7339,5
7342,5
7349,4
7355,5
7358,1
7362,1
7375,5
7382,4
7388,4
7393,5
7397,4
7401,2
7403,1
7409,1
7412,4
7413,4
7414,4
7418,4
7420,4
7424,5
7429,1
7432,1
7451,4
7454,4
7455,5
7459,5
7460,4
7462,4
7468,5
7480,4
7485,4
7492,4
7499,4
7507,5
7510,4
7524,5
7529,2
7533,5
7538,5
7544,4
7546,2
7547,5
7556,4
7560,5
7562,4
7564,3
7582,1
7592,1
7598,4
7601,4
7611,4
7625,3
7627,3
7632,5
7635,5
7641,4
7653,4
7654,4
7658,4
7659,4
7661,5
7671,5
7692,5
7697,5
7702,5
7711,3
7715,5
7736,5
7739,1
7741,1
7748,5
7758,3
7761,4
7766,5
7767,3
7768,4
7769,3
7771,5
7774,5
7783,3
7795,5
7796,4
7797,5
7801,4
7805,5
7806,4
7814,4
7823,5
7838,5
7850,5
7856,5
7857,4
7870,5
7876,5
7891,5
7900,4
7914,4
7919,5
7928,4
7930,5
7936,4
7937,5
7959,5
7964,4
7972,4
7983,5
7985,4
8010,5
8017,4
8020,5
8022,1
8026,5
8036,1
8040,5
8041,4
8048,5
8049,4
8051,5
8056,5
8058,5
8060,5
8062,5
8067,5
8076,5
8090,5
8092,2
8097,5
8099,4
8102,5
8113,2
8125,5
8139,5
8146,4
8149,5
8160,5
8170,5
8175,5
8186,5
8199,5
8209,4
8211,5
8215,5
8225,4
8227,4
8230,5
8232,5
8235,5
8247,4
8253,2
8255,3
8258,5
8260,1
8264,4
8267,1
8274,4
8286,2
8287,4
8288,1
8290,4
8310,5
8319,4
8325,5
8326,3
8341,5
8349,4
8350,5
8357,4
8365,4
8367,4
8369,3
8373,5
8376,5
8392,2
8393,5
8395,3
8397,4
8407,5
8413,4
8416,2
8420,5
8421,2
8433,5
8434,5
8435,5
8447,4
8451,4
8462,5
8463,4
8464,5
8466,5
8470,1
8474,5
8478,5
8488,4
8489,5
8490,5
8494,5
8509,5
8529,4
8543,1
8549,3
8551,5
8559,3
8574,4
8577,4
8579,5
8580,4
8587,5
8594,4
8598,3
8599,5
8603,3
8604,3
8607,4
8609,4
8611,3
8632,4
8635,5
8641,5
8649,5
8656,5
8660,5
8666,5
8673,5
8674,5
8684,2
8686,5
8689,5
8696,5
8707,5
8715,3
8719,5
8724,5
8731,1
8732,5
8735,5
8736,5
8741,3
8742,1
8749,5
8751,5
8759,5
8760,3
8763,3
8766,5
8769,5
8771,3
8774,5
8783,5
8787,5
8791,5
8796,5
8808,3
8850,1
8851,2
8862,5
8863,5
8868,5
8875,5
8878,5
8893,4
8904,4
8925,5
8928,3
8939,5
8949,5
8966,5
8969,5
8970,4
8972,5
8974,5
8978,4
8990,5
8995,4
8997,5
9006,5
9011,5
9013,5
9023,4
9033,5
9045,5
9046,5
9063,5
9065,5
9074,5
9081,5
9086,3
9091,5
9096,4
9098,2
9100,5
9104,5
9107,5
9116,5
9124,5
9127,5
9131,5
9132,5
9134,2
9136,5
9137,5
9138,5
9146,5
9153,5
9169,5
9181,5
9186,5
9188,5
9196,5
9200,5
9204,1
9213,5
9214,5
9215,5
9220,5
9221,5
9224,5
9226,4
9229,4
9253,5
9255,5
9258,5
9267,5
9276,5
9277,4
9279,5
9280,5
9282,5
9286,5
9296,5
9300,5
9301,5
9318,5
9321,5
9354,3
9361,4
9371,4
9380,5
9383,3
9387,5
9403,5
9412,5
9413,2
9425,5
9426,5
9428,5
9434,5
9439,5
9447,5
9449,5
9455,2
9456,4
9457,5
9462,5
9480,5
9488,5
9500,5
9501,5
9515,4
9523,5
9524,5
9538,5
9543,5
9548,5
9560,5
9574,5
9588,5
9591,5
9592,5
9596,4
9607,1
9608,3
9610,2
9611,5
9620,5
9636,5
9638,5
9641,5
9645,5
9647,4
9659,5
9661,3
9671,4
9672,5
9675,5
9690,5
9694,5
9695,5
9703,5
9707,5
9708,5
9711,5
9712,5
9730,5
9731,5
9737,5
9741,5
9750,5
9751,5
9752,2
9756,5
9758,5
9761,4
9767,2
9772,5
9784,4
9786,5
9790,2
9794,5
9813,5
9818,5
9819,1
9822,4
9824,5
9828,4
9837,1
9840,5
9853,4
9858,4
9878,4
9882,4
9889,2
9890,4
9893,3
9897,4
9899,5
9908,5
9916,4
9918,5
9920,5
9923,5
9925,5
9930,4
9936,5
9943,4
9945,5
9950,3
9956,4
9966,5
9970,4
9972,5
9976,2
9982,4
9992,5
9995,5
9996,3
9998,4
10002,5
10003,5
10008,5
10012,4
10022,4
10027,4
10032,5
10034,5
10035,5
10037,5
10040,5
10041,5
10044,5
10047,5
10049,5
10055,4
10058,5
10063,4
10072,4
10078,4
10081,5
10086,4
10088,5
10091,4
10093,5
10095,5
10097,2
10105,4
10107,5
10111,3
10112,3
10117,3
10129,5
10132,3
10141,5
10152,3
10154,4
10155,4
10159,4
10161,5
10162,5
10180,5
10193,5
10195,3
10196,3
10197,4
10204,2
10209,2
10218,4
10222,4
10225,4
10227,4
10228,5
10241,4
10244,5
10254,4
10256,4
10257,4
10265,5
10268,5
10271,4
10284,4
10285,4
10300,4
10320,4
10326,5
10327,5
10338,4
10344,4
10345,1
10351,4
10353,1
10356,4
10372,5
10374,1
10375,2
10378,5
10393,2
10394,3
10402,2
10403,4
10405,2
10414,4
10420,5
10426,4
10427,2
10428,1
10429,5
10430,4
10432,3
10444,4
10445,5
10454,5
10458,4
10462,3
10463,4
10464,4
10472,5
10479,5
10487,5
10488,3
10492,5
10493,5
10494,1
10499,5
10500,5
10511,4
10513,5
10516,5
10525,5
10527,5
10541,5
10543,4
10547,3
10548,5
10554,3
10556,2
10562,2
10571,5
10592,5
10593,4
10594,1
10623,3
10629,3
10630,5
10645,4
10649,4
10650,3
10652,5
10656,5
10660,5
10665,5
10671,5
10690,2
10691,2
10692,2
10699,5
10700,2
10706,5
10707,5
10723,5
10725,4
10729,5
10734,5
10737,5
10744,5
10747,5
10751,5
10752,4
10753,5
10755,5
10759,5
10760,5
10763,5
10767,5
10771,5
10777,5
10782,5
10787,5
10788,5
10809,5
10812,4
10814,5
10819,5
10821,5
10831,5
10833,5
10836,4
10837,5
10842,5
10844,5
10862,4
10870,5
10872,5
10873,4
10879,4
10880,5
10897,4
10909,4
10910,4
10919,4
10926,4
10928,5
10929,4
10934,3
10935,3
10936,3
10946,4
10956,3
10963,1
10970,4
10972,4
10985,4
10992,4
10994,4
10996,1
10998,3
11011,2
11013,5
11017,4
11019,3
11027,5
11031,4
11033,5
11041,3
11042,5
11043,5
11047,5
11048,5
11052,4
11055,4
11058,5
11066,5
11067,5
11070,5
11081,5
11094,5
11099,5
11100,5
11112,5
11113,5
11129,5
11136,5
11146,4
11156,5
11159,4
11160,4
11171,5
11172,5
11179,4
11180,1
11188,4
11189,4
11190,5
11195,3
11212,5
11217,3
11218,3
11238,3
11241,3
11246,3
11269,5
11270,5
11277,5
11281,5
11290,4
11293,1
11296,5
11299,4
11310,3
11322,5
11333,5
11334,4
11341,5
11344,5
11349,5
11356,5
11362,5
11363,2
11371,5
11377,3
11380,1
11382,3
11387,4
11401,5
11409,5
11413,5
11416,5
11419,5
11422,4
11426,5
11428,4
11431,4
11440,5
11441,4
11456,5
11461,5
11463,4
11464,4
11469,5
11474,5
11490,5
11496,5
11506,4
11513,5
11522,5
11539,5
11544,5
11545,2
11548,4
11558,5
11563,2
11564,5
11569,5
11585,5
11596,4
11603,5
11617,5
11619,5
11620,5
11621,5
11628,5
11629,3
11635,4
11638,3
11647,2
11648,3
11653,5
11664,2
11671,5
11680,5
11683,5
11689,5
11692,5
11695,5
11696,5
11705,5
11722,5
11752,5
11756,4
11761,5
11763,5
11775,5
11781,5
11785,5
11786,5
11788,5
11790,5
11821,5
11823,5
11827,5
11837,5
11844,5
11849,5
11853,5
11856,3
11857,5
11859,5
11860,5
11874,3
11875,1
11878,5
11880,5
11882,5
11887,5
11891,5
11901,5
11909,3
11916,2
11926,5
11946,5
11948,5
11954,5
11960,5
11961,5
11963,5
11971,5
11977,5
11981,4
11982,4
11988,5
11997,5
12001,5
12010,5
12011,5
12026,5
12030,5
12036,5
12042,5
12045,5
12049,5
12054,5
12055,5
12060,5
12066,5
12072,4
12075,4
12084,5
12089,5
12093,4
12107,5
12113,5
12115,4
12121,5
12125,5
12129,5
12130,5
12132,5
12133,5
12135,5
12138,5
12146,5
12148,5
12149,5
12155,5
12163,4
12179,4
12184,5
12188,4
12192,5
12193,3
12196,4
12199,4
12200,4
12203,5
12211,3
12223,1
12237,5
12250,4
12266,5
12273,5
12275,5
12278,4
12279,4
12285,5
12287,5
12292,5
12299,5
12304,4
12307,5
12308,5
12315,5
12316,4
12319,4
12323,4
12326,5
12329,2
12335,4
12346,4
12359,5
12364,5
12371,4
12374,5
12386,5
12388,5
12389,5
12391,4
12392,4
12393,5
12401,5
12407,3
12410,3
12414,5
12439,4
12440,2
12445,4
12447,4
12448,1
12457,5
12465,5
12467,5
12476,1
12483,4
12488,5
12495,4
12499,1
12503,3
12528,4
12553,5
12554,5
12562,4
12566,4
12570,5
12582,3
12583,2
12586,1
12595,5
12598,4
12610,3
12617,2
12619,4
12630,5
12631,5
12648,5
12657,3
12658,2
12673,4
12678,4
12684,4
12685,1
12689,4
12694,4
12695,5
12699,4
12709,4
12710,3
12714,4
12716,3
12719,4
12726,4
12734,3
12742,3
12744,1
12749,5
12758,4
12759,4
12760,1
12768,5
12770,4
12775,5
12776,4
12778,5
12780,4
12783,5
12789,5
12801,5
12808,5
12815,3
12818,4
12821,5
12823,5
12828,5
12829,4
12839,4
12845,4
12847,4
12856,5
12857,4
12858,4
12861,5
12866,5
12870,3
12872,4
12875,2
12883,4
12884,5
12887,4
12888,5
12920,1
12923,5
12933,4
12936,1
12942,2
12945,5
12948,1
12951,3
12960,1
12961,5
12966,2
12968,1
12976,4
12979,3
12995,4
13005,1
13010,2
13013,1
13014,5
13017,5
13020,4
13025,3
13026,4
13030,1
13036,4
13057,5
13058,4
13061,5
13065,3
13073,4
13080,3
13095,3
13096,1
13098,1
13111,1
13112,2
13130,1
13131,1
13132,1
13134,3
13138,4
13161,4
13164,1
13165,5
13166,3
13173,4
13174,4
13177,1
13178,4
13181,4
13187,1
13191,5
13200,5
13203,5
13205,1
13206,5
13211,5
13230,2
13233,4
13235,3
13246,5
13247,1
13250,3
13253,4
13256,4
13261,2
13262,4
13268,5
13272,4
13288,4
13291,4
13296,3
13311,5
13313,4
13315,2
13316,4
13318,5
13329,4
13331,5
13340,5
13349,5
13350,4
13351,4
13358,4
13373,4
13392,4
13393,5
13409,4
13410,4
13416,4
13422,4
13423,3
13426,1
13437,5
13443,4
13444,4
13447,5
13457,3
13459,4
13463,4
13464,4
13477,5
13486,5
13488,5
13493,5
13496,5
13498,4
13505,5
13515,5
13516,4
13527,5
13536,5
13539,4
13540,4
13541,5
13545,5
13550,5
13568,5
13570,4
13576,5
13581,5
13588,5
13591,5
13597,5
13600,4
13613,5
13614,3
13619,5
13628,3
13630,5
13646,1
13649,4
13650,5
13653,4
13655,4
13663,2
13665,4
13666,1
13675,5
13681,5
13682,1
13705,5
13710,3
13711,5
13715,5
13716,5
13725,5
13730,5
13731,5
13737,4
13739,5
13744,5
13747,3
13749,3
13754,5
13760,4
13766,5
13771,5
13779,1
13787,4
13796,2
13801,4
13811,4
13819,1
13822,5
13830,1
13833,4
13858,4
13860,4
13862,2
13876,4
13882,3
13883,4
13891,1
13897,1
13899,5
13914,4
13920,4
13929,3
13933,5
13952,5
13954,3
13956,3
13958,4
13962,5
13967,4
13972,5
13980,2
13982,5
14005,4
14011,3
14013,5
14019,2
14020,4
14028,5
14032,2
14041,5
14045,4
14048,3
14049,5
14058,5
14061,4
14062,5
14067,4
14072,5
14085,4
14086,4
14087,3
14090,5
14100,5
14106,3
14109,2
14113,5
14116,5
14120,5
14124,4
14130,3
14131,4
14150,4
14166,5
14179,5
14181,4
14186,3
14189,4
14200,5
14203,5
14205,5
14207,4
14214,2
14216,5
14219,4
14220,4
14222,5
14232,1
14237,4
14241,4
14247,4
14255,4
14257,2
14276,4
14295,4
14296,5
14298,4
14300,4
14309,4
14313,4
14317,4
14325,4
14335,4
14344,5
14347,5
14361,4
14363,4
14365,3
14368,5
14373,5
14383,5
14391,4
14399,4
14401,3
14405,5
14406,3
14410,4
14418,4
14428,2
14451,5
14453,5
14460,1
14470,3
14498,5
14511,5
14515,4
14529,5
14530,5
14531,1
14532,4
14552,5
14555,1
14561,3
14564,4
14567,4
14571,5
14578,4
14591,4
14592,4
14615,3
14616,2
14617,5
14621,4
14624,4
14632,5
14643,5
14654,5
14655,4
14663,5
14664,5
14665,1
14670,3
14672,4
14684,5
14698,3
14701,2
14702,4
14708,4
14712,3
14732,5
14740,4
14747,4
14755,4
14759,4
14765,4
14775,3
14783,3
14784,5
14786,1
14789,3
14792,5
14795,4
14804,3
14806,4
14807,3
14808,1
14810,1
14814,3
14815,4
14819,4
14821,4
14822,2
14825,3
14826,4
14844,2
14860,5
14865,3
14873,3
14878,4
14883,4
14885,1
14888,5
14890,5
14893,2
14895,2
14901,5
14903,2
14906,1
14917,5
14924,4
14926,4
14928,4
14929,5
14932,4
14935,3
14936,5
14938,4
14941,1
14948,4
14950,5
14958,4
14967,5
14987,1
14989,3
14991,5
14992,3
14996,1
14999,4
15002,5
15003,5
15015,3
15022,5
15031,2
15032,1
15033,1
15034,1
15036,1
15037,1
15043,3
15050,5
15064,5
15071,4
15077,5
15085,5
15087,5
15089,5
15090,5
15092,3
15102,4
15103,5
15111,5
15132,5
15134,5
15137,2
15138,4
15147,5
15151,5
15157,2
15158,5
15172,5
15175,5
15203,5
15226,4
15241,4
15255,4
15263,5
15274,4
15275,4
15305,5
15308,4
15311,4
15314,2
15324,2
15330,4
15331,5
15337,5
15339,4
15346,4
15350,5
15354,4
15356,2
15364,5
15369,4
15371,5
15382,4
15385,5
15387,4
15394,2
15399,4
15404,5
15406,3
15409,4
15414,4
15418,5
15420,5
15435,4
15441,5
15445,5
15449,2
15458,2
15463,4
15465,5
15478,4
15490,1
15513,5
15518,5
15520,1
15522,3
15523,5
15528,5
15531,4
15536,3
15545,5
15550,2
15551,5
15556,4
15560,5
15562,4
15571,4
15574,2
15591,5
15598,2
15601,4
15605,2
15608,4
15611,2
15612,5
15613,3
15615,4
15619,5
15622,5
15626,4
15627,5
15636,4
15641,1
15648,5
15657,4
15664,4
15665,5
15668,5
15677,5
15687,4
15688,5
15695,5
15708,4
15712,4
15732,4
15741,5
15744,5
15746,5
15764,2
15766,5
15767,4
15769,5
15770,4
15777,5
15786,4
15787,4
15788,5
15794,4
15800,5
15806,3
15813,5
15818,4
15820,3
15826,5
15851,3
15853,4
15858,5
15861,2
15869,1
15873,4
15880,4
15886,5
15894,5
15895,4
15896,5
15897,4
15904,5
15914,4
15916,4
15917,4
15918,5
15920,4
15927,4
15933,5
15938,5
15939,5
15943,5
15948,3
15950,5
15966,5
15969,3
15971,5
15980,3
15995,5
15996,5
15997,3
15999,5
16002,4
16012,2
16019,4
16027,4
16030,4
16031,5
16032,3
16039,4
16040,5
16048,5
16049,1
16052,5
16065,2
16073,4
16077,5
16094,1
16103,5
16105,2
16106,1
16109,1
16113,4
16117,4
16122,4
16124,5
16126,1
16130,5
16144,3
16159,5
16161,5
16166,5
16169,5
16172,5
16173,5
16175,5
16202,2
16204,5
16205,4
16206,4
16208,4
16210,5
16212,5
16217,5
16229,3
16241,5
16254,5
16259,4
16261,4
16267,5
16278,3
16287,2
16302,5
16304,4
16323,4
16332,5
16339,5
16341,4
16348,3
16350,4
16352,4
16354,3
16376,1
16385,5
16388,3
16401,5
16411,5
16418,5
